run_id,evaldir,meta_hash,suite,checkpoint,device,episodes,seeds,policy,baseline_kind,ablations,model_config_hash
transfer-line_baseline_ckpt_256_0_1_2_3_4_5_6_7_8_9_cbcd5574,/mnt/c/Users/Angel/Desktop/CS598/acpl-qwalk/eval/transfer-line/baseline/hadamard,cbcd557419a6699015b27eb7732934fe,transfer-line,,cpu,256,"0,1,2,3,4,5,6,7,8,9",baseline,hadamard,,123e782a86af5f402a8fb3a1da89d9ea
transfer-line_ckpt_seed0_256_0_1_2_3_4_5_6_7_8_9_82f98af6,/mnt/c/Users/Angel/Desktop/CS598/acpl-qwalk/eval/transfer-line/seed0/main,82f98af678294965b3c2fa2d9bccbe37,transfer-line,runs/transfer-line/seed0,cpu,256,"0,1,2,3,4,5,6,7,8,9",ckpt,,"NoPE,GlobalCoin,TimeFrozen,NodePermute",febd151bcc5b4382d5d033ec595e17cd
transfer-line_ckpt_seed1_256_0_1_2_3_4_5_6_7_8_9_07a180f1,/mnt/c/Users/Angel/Desktop/CS598/acpl-qwalk/eval/transfer-line/seed1/main,07a180f15afffe2a1948666547768552,transfer-line,runs/transfer-line/seed1,cpu,256,"0,1,2,3,4,5,6,7,8,9",ckpt,,"NoPE,GlobalCoin,TimeFrozen,NodePermute",febd151bcc5b4382d5d033ec595e17cd
transfer-line_ckpt_seed2_256_0_1_2_3_4_5_6_7_8_9_69f3e004,/mnt/c/Users/Angel/Desktop/CS598/acpl-qwalk/eval/transfer-line/seed2/main,69f3e00430fc9c2a13c2699e07fb0433,transfer-line,runs/transfer-line/seed2,cpu,256,"0,1,2,3,4,5,6,7,8,9",ckpt,,"NoPE,GlobalCoin,TimeFrozen,NodePermute",febd151bcc5b4382d5d033ec595e17cd
transfer-regular_baseline_ckpt_256_0_1_2_3_4_5_6_7_8_9_31ea239a,/mnt/c/Users/Angel/Desktop/CS598/acpl-qwalk/eval/transfer-regular/baseline/hadamard,31ea239aa2a8516bd60b751547eddf06,transfer-regular,,cpu,256,"0,1,2,3,4,5,6,7,8,9",baseline,hadamard,,a8f16c61804bdddae3833622487d506b
transfer-regular_ckpt_seed0_256_0_1_2_3_4_5_6_7_8_9_b61b3506,/mnt/c/Users/Angel/Desktop/CS598/acpl-qwalk/eval/transfer-regular/seed0/main,b61b35060d925e20f8e617f6a3c313e7,transfer-regular,runs/transfer-regular/seed0,cpu,256,"0,1,2,3,4,5,6,7,8,9",ckpt,,"NoPE,GlobalCoin,TimeFrozen,NodePermute",1481d6d983f237f0cd55c63cbc35cab1
transfer-regular_ckpt_seed1_256_0_1_2_3_4_5_6_7_8_9_dc74de67,/mnt/c/Users/Angel/Desktop/CS598/acpl-qwalk/eval/transfer-regular/seed1/main,dc74de67196e1f7a5f72536a6b46c898,transfer-regular,runs/transfer-regular/seed1,cpu,256,"0,1,2,3,4,5,6,7,8,9",ckpt,,"NoPE,GlobalCoin,TimeFrozen,NodePermute",1481d6d983f237f0cd55c63cbc35cab1
transfer-regular_ckpt_seed2_256_0_1_2_3_4_5_6_7_8_9_2994e82e,/mnt/c/Users/Angel/Desktop/CS598/acpl-qwalk/eval/transfer-regular/seed2/main,2994e82e220f67d8be72d73e289f26ee,transfer-regular,runs/transfer-regular/seed2,cpu,256,"0,1,2,3,4,5,6,7,8,9",ckpt,,"NoPE,GlobalCoin,TimeFrozen,NodePermute",1481d6d983f237f0cd55c63cbc35cab1
xfer_line_to_regular_ckpt_seed0_256_0_1_2_3_4_5_6_7_8_9_d960b32b,/mnt/c/Users/Angel/Desktop/CS598/acpl-qwalk/eval/xfer_cross/line_to_regular/seed0,d960b32b8e8b18d1012fe526bf922d75,xfer_line_to_regular,runs/transfer-line/seed0,cpu,256,"0,1,2,3,4,5,6,7,8,9",ckpt,,"NoPE,GlobalCoin,TimeFrozen,NodePermute",febd151bcc5b4382d5d033ec595e17cd
xfer_line_to_regular_ckpt_seed1_256_0_1_2_3_4_5_6_7_8_9_65185b2c,/mnt/c/Users/Angel/Desktop/CS598/acpl-qwalk/eval/xfer_cross/line_to_regular/seed1,65185b2c70f4cdc0f430e3204d155fa0,xfer_line_to_regular,runs/transfer-line/seed1,cpu,256,"0,1,2,3,4,5,6,7,8,9",ckpt,,"NoPE,GlobalCoin,TimeFrozen,NodePermute",febd151bcc5b4382d5d033ec595e17cd
xfer_line_to_regular_ckpt_seed2_256_0_1_2_3_4_5_6_7_8_9_e0eae765,/mnt/c/Users/Angel/Desktop/CS598/acpl-qwalk/eval/xfer_cross/line_to_regular/seed2,e0eae7653ed9c56dacac567abdf9465f,xfer_line_to_regular,runs/transfer-line/seed2,cpu,256,"0,1,2,3,4,5,6,7,8,9",ckpt,,"NoPE,GlobalCoin,TimeFrozen,NodePermute",febd151bcc5b4382d5d033ec595e17cd
xfer_regular_to_line_ckpt_seed0_256_0_1_2_3_4_5_6_7_8_9_0ac69e89,/mnt/c/Users/Angel/Desktop/CS598/acpl-qwalk/eval/xfer_cross/regular_to_line/seed0,0ac69e896fb7559178013db5254a4ee9,xfer_regular_to_line,runs/transfer-regular/seed0,cpu,256,"0,1,2,3,4,5,6,7,8,9",ckpt,,"NoPE,GlobalCoin,TimeFrozen,NodePermute",1481d6d983f237f0cd55c63cbc35cab1
xfer_regular_to_line_ckpt_seed1_256_0_1_2_3_4_5_6_7_8_9_e92b0f5f,/mnt/c/Users/Angel/Desktop/CS598/acpl-qwalk/eval/xfer_cross/regular_to_line/seed1,e92b0f5f1cf706ae67eb5e772f456c34,xfer_regular_to_line,runs/transfer-regular/seed1,cpu,256,"0,1,2,3,4,5,6,7,8,9",ckpt,,"NoPE,GlobalCoin,TimeFrozen,NodePermute",1481d6d983f237f0cd55c63cbc35cab1
xfer_regular_to_line_ckpt_seed2_256_0_1_2_3_4_5_6_7_8_9_e12a3b4c,/mnt/c/Users/Angel/Desktop/CS598/acpl-qwalk/eval/xfer_cross/regular_to_line/seed2,e12a3b4c81ddac669dfe4ff2c1572fc4,xfer_regular_to_line,runs/transfer-regular/seed2,cpu,256,"0,1,2,3,4,5,6,7,8,9",ckpt,,"NoPE,GlobalCoin,TimeFrozen,NodePermute",1481d6d983f237f0cd55c63cbc35cab1
